annotation_id,backbone,language,config,variant,seed,example_index,context,question,gold_answer,generated_answer,em,f1,f_faith_model_score,annotator_1_judgment,annotator_1_notes,annotator_2_judgment,annotator_2_notes,adjudicated_judgment
A0085,mt5-base,arabic,B_ce_lora,qlora,42,148,"مجموعة الأزياء هي الأكثر شمولاً في بريطانيا، إذ تحتوي على أكثر من 14,000 لباسٍ بالإضافة إلى الإكسسوارات، يعود أصل معظمها من عام 1600 إلى الوقت الحاضر. عادةً ما يتم الاحتفاظ برسومات الأزياء ودفاتر التصميم وغيرها من الأعمال على الورق في قسم الكلمات والصور. نظرًا لأن الملابس اليومية من العصور السابقة لم تنج عبر الزمن بشكل عام، فإن أغلبية المجموعة تتكون من ملابس أنيقة قد صُنعت للمناسبات الخاصة. ظهر أحد أول الإهداءات البارزة للأزياء عام 1913 عندما تلقى متحف فكتوريا وألبرت مجموعة  تالبوت هيوز التي تحتوي على 1,442 من الأزياء والقطع هديةً من هارودز بعد عرضها في المتجر القريب.",أي قسم يضم الأعمال على الورق من مجموعة الأزياء؟,الكلمات والصور,الناقة,0,0.0,0.0005,,,,,
A0086,mt5-base,malay,C_composite_lora,dora,42,306,"Menjulang tinggi di hujung utara Machu Picchu ialah gunung curam ini yang sering menjadi latar belakang kepada kebanyakan gambar runtuhan itu. Ini kelihatan agak menakutkan dari bawah dan ia merupakan pendakian yang curam dan sukar, tetapi kebanyakan orang yang cukup sihat dapat mendakinya dalam masa 45 minit. Tangga batu terletak sepanjang jalan tersebut, dan pada bahagian yang lebih curam kabel keluli menyediakan pegangan tangan untuk sokongan. Oleh itu, bersedialah untuk mengah, dan hati-hati di bahagian yang lebih curam, terutama apabila basah, kerana ia boleh menjadi berbahaya dengan cepat. Ada satu gua kecik dekat atas yang mesti dilalui, ia agak rendah dan agak menghimpit sempit.",Manakah antara pernyataan berikut tidak menggambarkan tentang pendakian gunung Machu Picchu seperti yang dinyatakan dalam petikan dengan tepat?,Tiada susur tangan sepanjang bahagian curam,B bahaya nya,0,0.0,0.0202,,,,,
A0087,mt5-base,malay,B_ce_lora,dora,42,94,"Vidal yang berusia 28 tahun telah menyertai pasukan Barça tiga musim yang lalu, dari Sevilla. Sejak berpindah ke ibu negeri Catalan, Vidal telah bermain 49 perlawanan untuk kelab itu.","Menurut petikan, kelab manakah yang Vidal mula bermain tiga musim lalu?",Barça,Sevilla,0,0.0,0.0004,,,,,
A0088,mt5-base,arabic,C_composite_lora,dora,42,406,نادرًا ما يسافر الدكتور وحده، وغالبًا ما يجلب واحدًا أو أكثر من المرافقين لمشاركته هذه المغامرات. عادة ما يكون رفاقه بشرًا، لأنه وجد جاذبية لكوكب الأرض. غالبًا ما يجد أحداثًا تثير فضوله أثناء محاولته منع قوى الشر من إيذاء الأبرياء أو تغيير التاريخ مستخدمًا فقط براعته والحد الأدنى من الموارد، مثل المفك الصوتي متعدد الاستخدامات. باعتباره سيدًا للوقت فإن الدكتور يمتلك القدرة على التجدد عندما يكون جسمه متأذيًا جدًا من خلال ظهوره بشخصية جديدة. اكتسب الدكتور العديد من الأعداء المتكررين خلال رحلاته، بما في ذلك الدالكس ورجال السايبر، و الماستر وهو آخر سيد الوقت المتمرد.,"كم مرة يقوم ""الدكتور هو"" بالسفر وحيدًا؟",نادرًا,ل,0,0.0,0.0004,,,,,
A0089,mt5-base,arabic,C_composite_lora,dora,42,380,"عانت جاكسونفيل من أضرار أعاصير أقل من معظم مدن الساحل الشرقي الأخرى، على الرغم من وجود تهديد حقيقي لضربها مباشرة من قبل الأعاصير الكبيرة. لم يضرب المدينة سوى إعصار مباشر واحد منذ عام 1871. ومع ذلك ، عانت جاكسونفيل من ظروف إعصارية أو شبه إعصارية أكثر من اثنتي عشرة مرة بسبب العواصف التي تعبر الولاية من خليج المكسيك إلى المحيط الأطلسي، أو تنطلق من المنطقة لتمر من المحيط الأطلسي إلى الشمال أو الجنوب. كان التأثير الأقوى على جاكسونفيل من إعصار دورا في عام 1964، العاصفة الوحيدة المسجلة التي ضربت منطقة فيرست كوست برياح متواصلة بقوة الإعصار. واجهت سانت أوغسطين رياحًا كنت في حدها الأدنى 110 ميل في الساعة (180 كم\ساعة)، مما يجعلها قوية ""مجموعة 2"" على مقياس سفير-سمبسون. كما عانت جاكسونفيل في 2008 من العاصفة المدارية فاي التي اجتاحت الولاية، مما أدى إلى تعرض أجزاء من جاكسونفيل للظلام لمدة أربعة أيام. وبالمثل - قبل أربع سنوات من ذلك - غمر جاكسونفيل إعصار فرانسيس وإعصار جين مما أدى إلى هبوط الأرض في المنطقة الشمالية. وكانت هذه الأعاصير المدارية أكثر الضربات غير المباشرة التي أصابت جاكسونفيل. تسبب إعصار فلويد في عام 1999 بأضرار كبيرة بشاطئ لجاكسونفيل. أثناء إعصار فلويد، تعرض رصيف شاطئ جاكسونفيل لأضرار جسيمة وتهدّم بعدها. تضرر الرصيف الذي أعيد بناؤه في وقت لاحق من قبل إعصار فاي، ولكن لم يتم تدميره بالكامل. وتسببت العاصفة المدارية بوني بأضرار طفيفة في عام 2004 حيث ولدت هذه العاصفة إعصارًا صغيرًا. وفي 28 مايو من عام 2012 تأثرت مدينة جاكسونفيل بالعاصفة المدارية بيريل، حيث وصلت سرعة الرياح إلى 70 ميلًا في الساعة (113 كم\ساعة) عند بلوغها اليابسة بالقرب من شاطئ جاكسونفيل.",في أي عام تسببت العاصفة المدارية في تعطل الطاقة لمدة أربعة أيام في جاكسونفيل؟,2008,أمطي,0,0.0,0.0006,,,,,
A0090,mt5-base,arabic,C_composite_lora,qlora,42,642,﻿لقد كان للجمعية الجغرافية الملكية في لندن وغيرها من الجمعيات الجغرافية في أوروبا تأثير كبير وتمكنت من تمويل الرحالة الذين كانوا سيعودون بقصص عن اكتشافاتهم. وقد كانت هذه الجمعيات بمثابة مساحة للرحالة لمشاركة هذه القصص. كما دعم الجغرافيون السياسيون مثل فريدريش راتزل من ألمانيا و هالفورد ماكيندر من بريطانيا الإمبريالية. فاعتقد راتزل أن التوسع كان ضروريًا لبقاء الدولة في حين دعم ماكيندر التوسع الإمبراطوري لبريطانيا؛ هاتان الحجتان سيطرتا على هذا العلم لعقود.,أين ولد هالفورد ماكيندر؟,بريطانيا,دعم الجغرافيون السياسيون,0,0.0,0.0011,,,,,
A0091,mt5-base,arabic,B_ce_lora,dora,42,111,غالباً ما يُرى جيمس هوتون كأول عالم جيولوجي حديث. قدّم في عام 1785 أطروحةً بعنوان نظرية الأرض إلى الجمعية الملكية في إدنبرة. شرح في أطروحته نظريته بأن الأرض لا بد من أن تكون أقدم بكثير مما كان يُفترض سابقاً لإتاحة الوقت الكافي لتآكل الجبال ولتكوِّن الرواسب صخوراً جديدة في قاع المحيط والتي ترتفع بدورها لتصبح أرضاً يابسة. نشر هوتون نسخةً مكونة من مجلدين من أفكاره في 1795 (مجلد 1، مجلد 2).,ما هي الفكرة الرئيسية لأطروحة جيمس هوتون؟,لا بد من أن تكون أقدم بكثير مما كان يُفترض سابقاً,1785 1785,0,0.0,0.0007,,,,,
A0092,mt5-base,arabic,C_composite_lora,dora,42,611,كما هو الحال في مجلس العموم، هناك عدد من المؤهلات تنطبق على كونك مُزَوِّد خدمة مُدارَة. تم تقديم مثل هذه المؤهلات بموجب قانون تنحية مجلس العموم لعام 1975 وقانون الجنسية البريطانية 1981. على وجه التحديد، يجب أن يكون الأعضاء أكبر من 18 عاماً ويجب أن يكونوا مواطنين في المملكة المتحدة أو جمهورية أيرلندا أو إحدى دول الكومنولث للأمم أو مواطناً في إقليم بريطاني في الخارج أو مواطن من الاتحاد الأوروبي مقيم في المملكة المتحدة. يتم استبعاد أعضاء الشرطة والقوات المسلحة من الجلوس في البرلمان الاسكتلندي كأعضاء منتخبين من مُزَوِّدي الخدمة المُدارَة، وبالمثل، يتم استبعاد الموظفين المدنيين وأعضاء الهيئات التشريعية الأجنبية. لا يجوز للفرد أن يجلس في البرلمان الاسكتلندي إذا كان هو أو هي مجنوناً بموجب أحكام قانون الصحة العقلية (الرعاية والعلاج) (اسكتلندا)  2003.,بماذا يشارك الكون مُزَوِّد خدمة مُدارَة مع مجلس العموم؟,هناك عدد من المؤهلات,عام ي,0,0.0,0.0015,,,,,
A0093,mt5-base,malay,B_ce_lora,dora,42,203,"Bandar moden Casablanca ditemukan oleh nelayan Berber pada abad ke-10 sebelum Masihi, dan digunakan oleh orang-orang Phoenecia, Rom dan Merenid sebagai pelabuhan strategik yang dipanggil Anfa. Orang Portugis memusnahkannya dan membinanya semula dengan nama Casa Branca, hanya untuk membiarkanya selepas gempa bumi berlaku pada 1755. Sultan Moroccan membina kembali bandar seperti Daru I-Badya dan memberi nama Casablanca oleh pedagang Spanish yang menstabilkan berasas perniagaan di situ. Casablanca merupakan salah satu tempat paling kurang menarik untuk membeli-belah di Maghribi. Mudah untuk menjumpai tempat yang menjual barangan tradisional Maghribi di sekitar Medina lama seperti tagin, tembikar, barangan kulit, shisha dan pelbagai perhiasan kecil, tetapi itu hanya untuk pelancong.",Siapakah yang meninggalkan bandar moden Casablanca berikutan bencana alam?,Orang Portugis,Orang Rom,0,0.5,0.0011,,,,,
A0094,mt5-base,malay,C_composite_lora,dora,42,89,"Afrika Selatan telah menewaskan All Blacks (New Zealand) dalam perlawanan Tri Nations kesatuan ragbi di Stadium Royal Bafokeng di Rustenburg, Afrika Selatan. Skor akhir adalah kemenangan dengan satu mata, 21:20, yang mengakhiri 15 kemenangan berturut-turut All Blacks. Untuk Springboks, ia mengakhiri kekalahan lima perlawanan berturut-turut. Ia merupakan perlawanan terakhir untuk All Blacks, yang telah memenangi piala tersebut dua minggu yang lalu. Perlawanan akhir siri ini akan berlangsung di Taman Ellis di Johannesburg minggu depan, apabila Springboks berlawan Australia.",Di manakah Springboks’ akan bermain perlawanan mereka yang seterusnya?,Johannesburg,Australia,0,0.0,0.0005,,,,,
A0095,mt5-base,malay,B_ce_lora,qlora,42,41,Syarikat Jurutera A.S. menganggarkan bahawa 6 inci daripada hujan boleh melanggar benteng yang sebelumnya rosak. Kawasan perumahan Ninth Ward yang mengalami banjir setinggi 20 kaki semasa Taufan Katrina kini berada pada paras pinggang ketika tanggul yang berdekatan telah melebihi batas. Air melimpah ke tetambak seluas 100 kaki.,Apakah yang berlaku The Ninth Ward semasa Taufan Katrina?,Banjir ialah 20 kaki tinggi,Banjir ialah 20 kaki tinggi,1,1.0,0.9912,,,,,
A0096,mt5-base,arabic,B_ce_lora,dora,42,200,"‏تسببت غزوات بغداد وسمرقند وأورقنج وكييف وفلاديمير وغيرها في عمليات قتل جماعية، كما حدث عندما دُمرت أجزاء من جنوب خوزستان بالكامل. ودمّر خلفه هولاكو خان الجزء الأكبر من الجزء الشمالي من إيران ونهب بغداد على الرغم من إيقاف قواته من قبل المماليك في مصر، ولكن خلف هولاكو غازان خان ستعود إلى لتطرد المماليك المصريين من بلاد الشام وفلسطين وحتى غزة. وفقا لأعمال المؤرخ الفارسي رشيد الدين الهمذاني، قتل المغول أكثر من 70,000 شخص في مرو وأكثر من 190,000 شخص في نيسابور. وفي عام 1237 قام باتو خان حفيد جنكيز خان بغزو في روس الكييفية. على مدار ثلاث سنوات، قام المغول بتدمير وإبادة جميع المدن الرئيسية في أوروبا الشرقية باستثناء نوفغورود وبسكوف.",‏من هو خلف جنكيز خان الذي نهب بغداد؟,هولاكو خان,هولاكو غازان خان,0,0.8,0.0018,,,,,
A0097,mt5-base,malay,B_ce_lora,dora,42,16,"Selain acara pada hari Rabu, Carpanedo bertanding dalam dua perlumbaan individu di kejohanan itu. Yang pertama ialah Slalom, di mana beliau memperoleh Tidak Selesai untuk larian pertamanya. 36 daripada 116 pesaing mendapat keputusan yang sama dalam perlumbaan itu. Perlumbaannya yang lain, Giant Slalom, menunjukkan beliau berada di kedudukan kesepuluh dalam kategori wanita dengan gabungan masa larian 4:41.30, 2:11.60 minit lebih perlahan daripada pemenang tempat pertama Austrian Claudia Loesch dan 1:09.02 minit lebih perlahan daripada penamat tempat kesembilan, Gyöngyi Dani dari Hungary. Empat orang pemain ski dalam kumpulan duduk wanita telah gagal untuk menghabiskan perlumbaan mereka dan 45 daripada 117 jumlah pemain ski di Slalom Gergasi gagal untuk mendapat kedudukan di pertandingan itu.",Berapa ramaikah pesaing yang tidak menamatkan Giant Slalom?,4,117,0,0.0,0.981,,,,,
A0098,mt5-base,malay,B_ce_lora,qlora,42,362,"Mengunjungi Afrika Selatan menaiki kereta ialah cara yang luar biasa untuk melihat keindahan wilayah ini dan juga ke tempat-tempat di luar laluan pelancong biasa. Ia boleh dilakukan dalam kereta biasa dengan perancangan yang cermat tetapi 4x4 amat disyorkan dan kebanyakan lokasi hanya boleh diakses dengan kenderaan pacuan 4 roda. Semasa merancang, perlu diingat bahawa walaupun Afrika Selatan sebuah negara yang stabil, tetapi tidak semua negara jirannya stabil. Keperluan Visa dan kos berbeza dari negara ke negara dan dipengaruhi oleh negara tempat anda berasal Setiap negara juga mempunyai undang-undang unik yang menyenaraikan item kecemasan yang perlu dibawa dalam kereta.","Berdasarkan petikan, apakah yang patut dianggap sebagai nasihat yang teruk untuk pengunjung yang ingin meneroka Afrika Selatan menggunakan kereta?","Walaupun 4x4 disyorkan, kebanyakan lokasi boleh dimasuki dengan kenderaan biasa",Sesetengah item kecemasan dalam kereta mungkin diwajibkan olehundang-undang,0,0.0,0.6167,,,,,
A0099,mt5-base,arabic,B_ce_lora,dora,42,692,حتى قبل عودة واشنطن، أرسل دينويدي سرية تتكون من 40 رجلاً تحت قيادة وليام ترنت إلى تلك النقطة، حيث بدأوا في الأشهر الأولى من 1754 في بناء حصن مطوق صغير. وأرسل الحاكم دوكان قوات فرنسية إضافية تحت قيادة كلود بيير بيكودي دي كونتروكور للتخفيف عن سان بيير خلال نفس الفترة، وقاد كونتروكور 500 رجل جنوب فورت فينانجو في 5 أبريل 1754. وعندما وصلت هذه القوات إلى الحصن في 16 أبريل، سمح كونتروكور بكل كرم لسرية ترنت الصغيرة بالانسحاب. وقد اشترى أدوات البناء الخاصة بهم لمواصلة بناء ما أصبح فيما بعد حصن دوكان.,ماذا كان سيتم تسمية الحصن الذي كان في طور البناء؟,حصن دوكان,32,0,0.0,0.0009,,,,,
A0100,mt5-base,arabic,B_ce_lora,qlora,42,558,"مفهوم العدد الأولي مهم جداً لدرجة أنه قد تم تعميمه بطرق مختلفة في مختلف فروع الرياضيات. بشكل عام، تشير كلمة ""برايم"" إلى الحد الأدنى أو عدم الدقة، بالمعنى المناسب. على سبيل المثال، الحقل الأساسي هو أصغر حقل فرعي من حقل اف  يحتوي على كل من 0  و1. هو إما كيو أو الحقل المحدود مع عناصر بي، ومن ثم الاسم. غالباً ما يكون المقصود بالمعنى الثاني الإضافي هو استخدام كلمة برايم، أي أنه يمكن تحليل أي عدد، بشكل فريد وأساسي، إلى مكوناته الأولية. على سبيل المثال، في نظرية العقدة، العقدة الأولية هي عقدة غير قابلة للتَحَلُّل، بمعنى أنه لا يمكن كتابتها كمجموع عقدة لعقدتين غير تبادليتين. يمكن التعبير عن أي عقدة بشكل فريد كمجموع متصل للعقد الأولية. تعد النماذج الأولية والفتحات الثلاثية من الأمثلة الأخرى على هذا النوع.",ماذا تعني كلمة برايم بشكل عام؟,الحد الأدنى أو عدم الدقة,بشكل فريد وأساسي,0,0.0,0.9351,,,,,
A0101,mt5-base,arabic,B_ce_lora,qlora,42,194,"‏في عام 1939، أخذ الجنود القوميون الصينيون الجثمان من موقعه في ""ضميمة الرب"" (بالمنغولية: إيدسين خورو) في منغوليا لحمايته من القوات اليابانية. تم نقله عبر الأراضي التي يسيطر عليها الشيوعيون في يانان على بعد حوالي 900 كم بالعربات حتى يبقى في مأمن دير بوذي هو دير دونغشان دافو ديان، حيث بقي هناك لمدة عشر سنوات. في عام 1949، ومع تقدم القوات الشيوعية، نقله الجنود القوميون لمسافة 200 كم إضافية نحو أقصى الغرب إلى دير التبت الشهير دير كومبوم أو طائر شي بالقرب من شينينغ، التي وقعت بعد ذلك بفترة وجيزة تحت سيطرة الشيوعيين. وفي أوائل عام 1954 تم إعادة جثمان جنكيز خان والآثار التابعة له إلى ""ضميمة الرب"" في منغوليا. وبحلول عام 1956، أقيم معبد جديد هناك لإيوائها. في عام 1968 وأثناء الثورة الثقافية، دمر الحرس الأحمر كل شيء ذي قيمة تقريبًا. تم إعادة تشكيل ""الآثار"" في سبعينيات القرن العشرين وتم الانتهاء من بناء تمثال رخامي رائع لجينكيز في عام 1989.",‏متى عاد الضريح إلى ضميمة الرب في منغوليا؟,1954,عشرة,0,0.0,0.0033,,,,,
A0102,mt5-base,malay,B_ce_lora,dora,42,124,"Ribut Tropika Danielle, ribut keempat yang telah diberikan nama pada musim taufan Atlantik 2010, terbentuk di Lautan Atlantik timur. Ribut ini, yang berada kira-kira 3,000 batu dari Miami, Florida, mempunyai angin berterusan pada kelajuan 40 bsj (64 kmj). Ahli sains di Pusat Taufan Nasional meramalkan bahawa Danielle akan bertambah kencang dan dikelaskan sebagai ribut taufan pada hari Rabu. Oleh sebab ribut jauh dari daratan, ia tetap sukar untuk menilai potensi kesan ke atas Amerika Syarikat atau Caribbean.",Mengapakah ia mencabar untuk mengukur potensi kesan Ribut Tropika Danielle?,Ribut jauh daripada daratan,Rbut jauh daripada daratan,0,0.75,0.0005,,,,,
A0103,mt5-base,arabic,B_ce_lora,qlora,42,499,كينيا تنشط في عدة من الألعاب الرياضية، من بينها لعبة الكريكيت والجمع وكرة القدم واتحاد الرجبي والملاكمة. تشتهر البلاد بشكل رئيسي ب هيمنتها على ألعاب القوى ذات المسافات المتوسطة والمساف الطويلة، لأنها أنتجت باستمرار أبطال الألعاب الأولمبية والكومنولث في العديد من الأحداث مختلفة المسافات، خاصة في 800 م و1500 م و3000 م في سباق حواجز للخيول، 5000 م، 10000م والماراثون. يواصل الرياضيون الكينيون (خاصة كالينجين) السيطرة على عالم الركض المسافات، رغم أن المنافسة من المغرب وإثيوبيا قلَّلَت من هذا التفوق. ومن بين الرياضيين المشهورين جداً في كينيا الفائزة أربع مرات في ماراثون بوسطن النسائي وبطلة العالم مرتين كاثرين نديريبا وحامل الرقم القياسي العالمي في سباق 800 متر ديفيد روديشا وصاحب الرقم القياسي العالمي في الماراثون السابق بول تيرجات وجون نغوجي.,ما هي الدول التي تتنافس معها كينيا على الجري لمسافات طويلة؟,المغرب وإثيوبيا,سنة عشرة,0,0.0,0.0008,,,,,
A0104,mt5-base,malay,B_ce_lora,dora,42,216,"Kepulauan Cook merupakan negara pulau dengan hubungan bebas dengan New Zealand, terletak di Polynesia, di tengah Laut Pasifik Selatan. Ia sebuah kepulauan dengan 15 pulau yang tersebar luas di kawasan lautan melebihi 2.2 juta km2. Dengan zon masa yang sama seperti Hawaii, kepulauan ini adakalanya dianggap sebagai “jajahan Hawaii”. Walaupun lebih kecil, ia mengimbau kembali kenangan para pelancong Hawaii yang berusia terhadap keadaan tempat ini sebelum adanya hotel besar dan projek pembangunan yang lain. Kepulauan Cook tidak mempunyai apa-apa bandar raya, tetapi ia mempunyai 15 pulau lain. Yang utama ialah Rarotonga dan Aitutaki.",Manakah antara berikut tidak menerangkan tentang Kepulauan Cook secara tepat?,Bandar utama ialah Rarotonga dan Aitutaki,Bandar utama ialah Rarotonga dan Aitutaki,1,1.0,0.9888,,,,,
A0105,mt5-base,malay,B_ce_lora,dora,42,326,"Orang Guaraní merupakan kumpulan orang asli yang paling ketara menduduki kawasan yang kini disebut sebagai Paraguay Timur, hidup sebagai pemburu separa nomad yang juga mengamalkan pertanian sara hidup. Wilayah Chaco merupakan tempat tinggal kumpulan suku kaum asli lain seperti Guaycurú dan Payaguá, yang bertahan hidup dengan memburu, mengumpul tanaman dan memancing. Pada abad ke-16 Paraguay, dahulu dipanggil “Wilayah Raksasa Hindia” dilahirkan akibat pertemuan penakluk Sepanyol dengan kumpulan pribumi asli. Orang Sepanyol telah memulakan tempoh penjajahan yang berlangsung selama tiga abad. Semenjak penubuhan Asuncion dalam 1537, Paraguay telah berjaya menyimpan watak dan identiti orang aslinya.","Kumpulan manakah yang memulakan tempoh penjajahan, yang terjadi selama tiga abad?",Orang Sepanyol,Orang Guaraní,0,0.5,0.0014,,,,,
A0106,mt5-base,malay,B_ce_lora,dora,42,416,"Arus yang bergolak adalah aliran balik daripada gelombang yang memecah di pantai, biasanya di terumbu atau seumpama itu. Disebabkan topologi bawah air, aliran balik tertumpu pada beberapa bahagian yang lebih dalam, dan arus yang deras ke air dalam mungkin terbentuk di sana. Kebanyakan kematian berlaku kerana keletihan yang amat sangat kerana hendak berenang balik melawan arus, yang mungkin mustahil. Sebaik sahaja anda keluar dari arus, keupayaan untuk berenang balik sepatutnya tidak lebih sukar berbanding biasa. Cuba tuju ke suatu tempat di mana anda tidak tertangkap lagi atau, bergantung pada pengalaman anda dan sama ada anda telah diperhatikan, anda mungkin hendak tunggu untuk diselamatkan.","Berdasarkan petikan, apakah yang sangat mustahil walaupun untuk perenang mahir?",Berenang melawan arus,Berenang di sekeliling ombak,0,0.2857,0.1443,,,,,
A0107,mt5-base,malay,B_ce_lora,qlora,42,177,"Bahasa tambahan ialah bahasa buatan atau dibina dengan niat untuk memudahkan komunikasi antara rakyat sebaliknya akan mempunyai kesukaran berkomunikasi. Mereka terpisah daripada lingua francas, yang merupakan bahasa semula jadi atau organik yang menjadi dominan dengan satu sebab atau sebab lain sebagi alat komunikasi antara penutur-penutur bahasa lain.",Pernyataan manakah yang tidak menerangkan bahasa tambahan dengan tepat?,Ia bahasa yang dibina untuk memperbaiki senario komunikasi yang sukar ,Ia bahasa yang dibina untuk memperbaiki komunikasi yang asli dan dibina,0,0.7619,0.8472,,,,,
A0108,mt5-base,arabic,C_composite_lora,dora,42,561,"مفهوم العدد الأولي مهم جداً لدرجة أنه قد تم تعميمه بطرق مختلفة في مختلف فروع الرياضيات. بشكل عام، تشير كلمة ""برايم"" إلى الحد الأدنى أو عدم الدقة، بالمعنى المناسب. على سبيل المثال، الحقل الأساسي هو أصغر حقل فرعي من حقل اف  يحتوي على كل من 0  و1. هو إما كيو أو الحقل المحدود مع عناصر بي، ومن ثم الاسم. غالباً ما يكون المقصود بالمعنى الثاني الإضافي هو استخدام كلمة برايم، أي أنه يمكن تحليل أي عدد، بشكل فريد وأساسي، إلى مكوناته الأولية. على سبيل المثال، في نظرية العقدة، العقدة الأولية هي عقدة غير قابلة للتَحَلُّل، بمعنى أنه لا يمكن كتابتها كمجموع عقدة لعقدتين غير تبادليتين. يمكن التعبير عن أي عقدة بشكل فريد كمجموع متصل للعقد الأولية. تعد النماذج الأولية والفتحات الثلاثية من الأمثلة الأخرى على هذا النوع.",ما المقصود بالمعنى الإضافي عند استخدام كلمة برايم؟,يمكن تحليل أي عدد، بشكل فريد وأساسي، إلى مكوناته الأولية,.,0,0.0,0.1052,,,,,
A0109,mt5-base,malay,B_ce_lora,dora,42,167,"Phnom Krom, 12km barat daya dari Siem Reap. Tokong di puncak bukit ini dibina pada hujung abad ke-9, semasa pemerintahan Raja Yasovarman. Suasana suram di Kuil dan pemandangan dari Tasik Tonle Sap membuat pendakian ke bukit adalah berbaloi. Satu lawatan ke tapak tersebut boleh digabungkan dengan perjalanan bot ke tasik itu dengan mudah. Pas Angkor diperlukan untuk memasuki tokong itu. Oleh itu, jangan lupa membawa pasport anda semasa menuju ke Tonle Sap.","Menurut petikan, apakah yang menjadikan lawatan ke Phnom Krom berbaloi?",Pemandangan Tonle Sap,Berjalan melalui Pas,0,0.0,0.5146,,,,,
A0110,mt5-base,arabic,C_composite_lora,dora,42,328,"إن بعض أقدم المدارس في جنوب إفريقيا هي مدارس كنسية خاصة أنشأها المبشرون في أوائل القرن التاسع عشر. ومنذ ذلك الحين، بدأ القطاع الخاص بالنمو. بعد إلغاء نظام الفصل العنصري، تغيرت القوانين التي تحكم التعليم الخاص في جنوب إفريقيا بشكل كبير. يعترف قانون المدارس في جنوب أفريقيا لعام 1996 بفئتين من المدارس هما: ""الحكومية"" (التي تديرها الدولة) و ""المستقلة"" (والتي تشمل المدارس الخاصة التقليدية والمدارس التي تخضع للقطاع الخاص [التوضيح مطلوب].)",في أي قرن أنشأ المبشرون مدارس كنسية في جنوب إفريقيا؟,التاسع عشر,,0,0.0,0.0,,,,,
A0111,mt5-base,malay,B_ce_lora,dora,42,61,"Acara artistik itu adalah sebahagian daripada kempen oleh Dewan Bandaraya Bucharest yang bertujuan untuk melancarkan semula imej ibu negara Romania sebagai metropolis yang kreatif dan berwarna-warni. Bandar tersebut akan menjadi yang pertama di Eropah Tenggara untuk menjadi tuan rumah bagi CowParade, acara seni awam yang terbesar di dunia, antara bulan Jun dan Ogos tahun ini.",Manakah antara pernyataan berikut yang menerangkan CowParade dengan tepat?,Ia acara seni awam terbesar di dunia,Ia acara seni awam yang diadakan pada musim panas di seluruh tenggara Eropah,0,0.5,0.1389,,,,,
A0112,mt5-base,arabic,C_composite_lora,dora,42,525,في مكان ما منذ حوالي مليار سنة، دخلت البكتيريا الزرقاء الحية خلية مبكرة حقيقية النواة، إما كغذاء أو كطفيل داخلي، ولكنها تمكنت من الهروب من فجوة البلعمة التي كانت تحتويها الغشاء الداخلي ثنائي الطبقة الدهنية التي تحيط بجميع البلاستيدات الخضراء المُنسجمة مع الأغشية الخارجية والداخلية للبكتيريا الزرقاء الجَدَّة السالبة للجرام، وليس جدار الأغشية البلعمية من المُضِيف، والتي ربما فُقِدت. سرعان ما أصبح المقيم الخلوي الجديد ميزة، حيث قدَّم الطعام للمُضِيف حقيقي النواة، مما سمح له بالعيش داخلها. بمرور الوقت، تم استيعاب البكتيريا الزرقاء، وفقدت العديد من جيناتها أو نقلتها إلى نواة المضيف. بعد ذلك تم تصنيع بعض بروتيناتها في السيتوبلازم في الخلية المضيفة، ثم تم استيرادها مرة أخرى إلى البلاستيدات الخضراء (سابقاً البكتيريا الزرقاء).,ماذا حدث عندما تم استيعاب البكتيريا الزرقاء؟,العديد من جيناتها أو نقلتها إلى نواة المضيف,شكل,0,0.0,0.0033,,,,,
A0113,mt5-base,arabic,C_composite_lora,qlora,42,691,حتى قبل عودة واشنطن، أرسل دينويدي سرية تتكون من 40 رجلاً تحت قيادة وليام ترنت إلى تلك النقطة، حيث بدأوا في الأشهر الأولى من 1754 في بناء حصن مطوق صغير. وأرسل الحاكم دوكان قوات فرنسية إضافية تحت قيادة كلود بيير بيكودي دي كونتروكور للتخفيف عن سان بيير خلال نفس الفترة، وقاد كونتروكور 500 رجل جنوب فورت فينانجو في 5 أبريل 1754. وعندما وصلت هذه القوات إلى الحصن في 16 أبريل، سمح كونتروكور بكل كرم لسرية ترنت الصغيرة بالانسحاب. وقد اشترى أدوات البناء الخاصة بهم لمواصلة بناء ما أصبح فيما بعد حصن دوكان.,متى بدأ البريطانيون بتشييد حصن تحت قيادة ويليام ترنت؟,1754,1854,0,0.0,0.0006,,,,,
